Season,Team,PointsFor,PointsAgainst,Wins,GamesPlayed,GamesPerSeason
2014,Levante UD,34,57,9,38,38
2014,Getafe CF,33,64,10,38,38
2014,Deportivo de La Coruña,35,60,7,38,38
2014,Granada CF,26,57,7,38,38
2014,Eibar,34,49,9,38,38
2014,UD Almería,35,64,8,38,38
2014,Córdoba CF,22,58,3,38,38
2015,FC Barcelona,112,29,29,38,38
2015,Real Madrid,110,34,28,38,38
2015,Atlético de Madrid,63,18,28,38,38
2015,Villarreal CF,44,35,18,38,38
2015,Athletic Bilbao,58,45,18,38,38
2015,Celta de Vigo,51,59,17,38,38
2015,Sevilla FC,51,40,14,38,38
2015,Málaga CF,38,35,12,38,38
2015,Real Sociedad,45,48,13,38,38
2015,Real Betis,34,52,11,38,38
2015,Las Palmas,45,53,12,38,38
2015,Valencia CF,46,48,11,38,38
2015,RCD Espanyol,40,74,12,38,38
2015,Eibar,49,61,11,38,38
2015,Deportivo de La Coruña,45,61,8,38,38
2015,Granada CF,46,69,10,38,38
2015,Sporting Gijón,41,62,10,38,38
2015,Rayo Vallecano,52,73,9,38,38
2015,Getafe CF,37,67,9,38,38
2015,Levante UD,37,62,8,38,38
2016,Real Madrid,106,41,29,38,38
2016,FC Barcelona,116,37,28,38,38
2016,Atlético de Madrid,69,27,23,38,38
2016,Sevilla FC,69,49,21,38,38
2016,Villarreal CF,56,33,19,38,38
2016,Real Sociedad,59,53,19,38,38
2016,Athletic Bilbao,53,43,19,38,38
2016,RCD Espanyol,49,51,15,38,38
2016,Deportivo Alavés,41,43,14,38,38
2016,Eibar,56,54,15,38,38
2016,Málaga CF,42,49,12,38,38
2016,Valencia CF,56,65,13,38,38
2016,Celta de Vigo,53,69,13,38,38
2016,Las Palmas,53,74,10,38,38
2016,Real Betis,41,64,10,38,38
2016,Levante UD,36,46,9,38,38
2016,Deportivo de La Coruña,43,61,8,38,38
2016,Sporting Gijón,40,64,7,38,38
2016,CA Osasuna,40,94,4,38,38
2016,Granada CF,30,82,4,38,38
2017,FC Barcelona,99,29,28,38,38
2017,Atlético de Madrid,58,22,23,38,38
2017,Real Madrid,94,44,22,38,38
2017,Valencia CF,65,38,22,38,38
2017,Villarreal CF,50,44,18,38,38
2017,Real Betis,60,61,18,38,38
2017,Sevilla FC,49,58,17,38,38
2017,Getafe CF,42,33,15,38,38
2017,Eibar,44,50,14,38,38
2017,Girona FC,50,59,14,38,38
2017,RCD Espanyol,36,42,12,38,38
2017,Real Sociedad,66,59,14,38,38
2017,Celta de Vigo,59,60,13,38,38
2017,Deportivo Alavés,40,50,15,38,38
2017,Levante UD,44,63,11,38,38
2017,Athletic Bilbao,41,49,10,38,38
2017,CD Leganés,33,48,12,38,38
2017,Deportivo de La Coruña,44,61,9,38,38
2017,Las Palmas,40,72,9,38,38
2017,Málaga CF,24,51,5,38,38
2018,FC Barcelona,90,36,26,38,38
2018,Atlético de Madrid,55,29,22,38,38
2018,Real Madrid,63,46,21,38,38
2018,Valencia CF,51,35,15,38,38
2018,Sevilla FC,62,47,17,38,38
2018,RCD Espanyol,48,50,14,38,38
2018,Athletic Bilbao,41,45,13,38,38
2018,Real Sociedad,45,44,13,38,38
2018,Real Betis,44,52,14,38,38
2018,Deportivo Alavés,39,50,13,38,38
2018,Eibar,46,50,11,38,38
2018,CD Leganés,37,43,11,38,38
2018,Villarreal CF,49,52,10,38,38
2018,Levante UD,59,66,11,38,38
2018,Valladolid,32,46,10,38,38
2018,Celta de Vigo,53,62,10,38,38
2018,Girona FC,37,50,9,38,38
2018,Huesca,43,65,7,38,38
2018,Rayo Vallecano,39,70,8,38,38
2018,SD Huesca,44,59,7,38,38
2019,Real Madrid,70,25,26,38,38
2019,FC Barcelona,86,38,25,38,38
2019,Atlético de Madrid,51,27,18,38,38
2019,Sevilla FC,54,34,19,38,38
2019,Villarreal CF,60,44,18,38,38
2019,Real Sociedad,56,48,16,38,38
2019,Granada CF,47,45,16,38,38
2019,Getafe CF,43,37,14,38,38
2019,Valencia CF,46,51,14,38,38
2019,CA Osasuna,44,52,13,38,38
2019,Athletic Bilbao,41,43,13,38,38
2019,Levante UD,50,63,14,38,38
2019,Valladolid,32,46,9,38,38
2019,Eibar,39,56,11,38,38
2019,Real Betis,48,58,10,38,38
2019,Deportivo Alavés,34,54,10,38,38
2019,Celta de Vigo,37,49,7,38,38
2019,CD Leganés,30,51,8,38,38
2019,RCD Mallorca,40,65,9,38,38
2019,RCD Espanyol,27,58,5,38,38
2020,Atlético de Madrid,67,25,26,38,38
2020,Real Madrid,67,28,25,38,38
2020,FC Barcelona,85,38,24,38,38
2020,Sevilla FC,53,33,24,38,38
2020,Real Sociedad,59,38,17,38,38
2020,Real Betis,50,50,17,38,38
2020,Villarreal CF,60,44,15,38,38
2020,Celta de Vigo,55,53,14,38,38
2020,Granada CF,47,65,13,38,38
2020,Athletic Bilbao,46,42,11,38,38
2020,CA Osasuna,37,48,11,38,38
2020,Cádiz CF,36,58,11,38,38
2020,Valencia CF,50,53,10,38,38
2020,Levante UD,44,56,9,38,38
2020,Getafe CF,28,43,9,38,38
2020,Deportivo Alavés,36,57,9,38,38
2020,Elche CF,34,55,8,38,38
2020,SD Huesca,36,54,7,38,38
2020,Valladolid,34,57,5,38,38
2020,Eibar,29,52,6,38,38
2021,Real Madrid,80,31,26,38,38
2021,FC Barcelona,68,38,21,38,38
2021,Atlético de Madrid,65,43,21,38,38
2021,Sevilla FC,53,30,18,38,38
2021,Real Betis,62,40,19,38,38
2021,Real Sociedad,40,37,17,38,38
2021,Villarreal CF,63,37,16,38,38
2021,Athletic Bilbao,43,36,14,38,38
2021,Valencia CF,48,53,11,38,38
2021,CA Osasuna,37,51,12,38,38
2021,Celta de Vigo,43,48,12,38,38
2021,Rayo Vallecano,39,46,11,38,38
2021,Elche CF,40,52,11,38,38
2021,RCD Espanyol,40,53,10,38,38
2021,Getafe CF,33,34,8,38,38
2021,RCD Mallorca,36,63,10,38,38
2021,Cádiz CF,36,58,8,38,38
2021,Granada CF,47,65,8,38,38
2021,Levante UD,51,76,8,38,38
2021,Deportivo Alavés,31,65,8,38,38
2022,FC Barcelona,70,20,28,38,38
2022,Real Madrid,75,36,24,38,38
2022,Atlético de Madrid,70,33,23,38,38
2022,Real Sociedad,51,35,21,38,38
2022,Villarreal CF,59,43,19,38,38
2022,Real Betis,46,42,17,38,38
2022,CA Osasuna,37,42,15,38,38
2022,Athletic Bilbao,47,43,14,38,38
2022,RCD Mallorca,37,43,14,38,38
2022,Girona FC,58,55,13,38,38
2022,Rayo Vallecano,45,47,13,38,38
2022,Sevilla FC,47,54,13,38,38
2022,Celta de Vigo,43,53,11,38,38
2022,Cádiz CF,30,53,10,38,38
2022,Getafe CF,34,45,10,38,38
2022,Valencia CF,42,54,11,38,38
2022,UD Almería,49,65,11,38,38
2022,Valladolid,33,63,11,38,38
2022,RCD Espanyol,40,56,8,38,38
2022,Elche CF,30,67,5,38,38
2023,Real Madrid,87,26,29,38,38
2023,FC Barcelona,79,40,26,38,38
2023,Girona FC,85,46,25,38,38
2023,Atlético de Madrid,70,43,24,38,38
2023,Athletic Bilbao,61,37,19,38,38
2023,Real Sociedad,51,39,16,38,38
2023,Real Betis,48,45,14,38,38
2023,Villarreal CF,65,65,14,38,38
2023,Valencia CF,40,45,13,38,38
2023,Deportivo Alavés,36,46,12,38,38
2023,CA Osasuna,45,56,12,38,38
2023,Getafe CF,42,54,12,38,38
2023,Celta de Vigo,46,57,10,38,38
2023,Sevilla FC,48,54,10,38,38
2023,RCD Mallorca,33,44,8,38,38
2023,Las Palmas,33,47,10,38,38
2023,Rayo Vallecano,38,58,8,38,38
2023,Cádiz CF,26,55,6,38,38
2023,UD Almería,42,71,3,38,38
2023,Granada CF,38,79,4,38,38
